time,n1,n2,n3,n4,n5,n6,n7
9237,25.1,138.4,265.1,175.8,156.3,160.7,72.2
9238,25.1,138.4,265.1,175.9,156.3,160.8,72.2
9239,25.1,138.3,265,175.9,156.3,160.6,72.3
9240,25.2,138.3,265,175.9,156.3,160.5,72.3
9241,25.1,138.3,265.1,175.9,156.3,160.5,72.2
9242,25.1,138.3,265.1,175.9,156.3,160.5,72.2
9243,25.1,138.4,265.1,175.9,156.3,160.4,72.2
9244,25.1,138.4,265.1,175.9,156.3,160.4,72.2
9245,25.1,138.4,265.1,175.9,156.3,160.7,72.3
9246,25.1,138.3,265,175.9,156.3,160.9,72.3
9247,25.1,138.4,265.1,175.8,156.3,160.9,72.3
9248,25.1,138.3,265.1,175.8,156.3,160.9,72.3
9249,25.1,138.3,265.1,175.8,156.3,160.7,72.3
9250,25.1,138.3,265.1,175.9,156.3,160.7,72.4
9251,25.1,138.3,265.1,175.9,156.3,160.5,72.5
9252,25.1,138.4,265.1,175.9,156.3,160.7,72.6
9253,25.1,138.3,265.1,175.9,156.3,160.9,72.6
9254,25.1,138.3,265.1,175.9,156.3,160.8,72.7
9255,25.2,138.3,265.1,176,156.3,160.9,72.6
9256,25.1,138.4,265.1,176,156.3,160.8,72.4
9257,25.1,138.3,265.1,176,156.3,160.7,72.4
9258,25.1,138.3,265.1,176,156.3,160.5,72.3
9259,25.2,138.4,265.1,176,156.3,160.6,72.4
9260,25.1,138.3,265,176,156.3,160.7,72.4
9261,25.1,138.4,265.1,176,156.3,160.5,72.4
9262,25.1,138.3,265,176,156.3,160.3,72.6
9263,25.2,138.3,265,176,156.3,160.5,72.6
9264,25.1,138.3,265,176,156.3,160.7,72.6
9265,25.1,138.3,265.1,176,156.3,160.5,72.5
9266,25.2,138.3,265.1,176,156.3,160.5,72.5
9267,25.1,138.4,265,176,156.3,160.5,72.6
9268,25.1,138.3,265,175.9,156.3,160.5,72.6
9269,25.1,138.3,265.1,176,156.3,160.5,72.7
9270,25.1,138.3,265.1,175.9,156.3,160.5,72.6
9271,25.1,138.2,265.1,176,156.3,160.6,72.6
9272,25.1,138.2,265.1,175.9,156.3,160.7,72.6
9273,25.1,138.3,265.1,175.9,156.3,160.8,72.6
9274,25.1,138.2,265.1,175.9,156.3,160.7,72.7
9275,25.1,138.2,265.1,175.9,156.3,160.7,72.7
9276,25.1,138.2,265.1,175.9,156.3,160.6,72.7
9277,25.1,138.2,265.1,175.9,156.3,160.8,72.7
9278,25.1,138.2,265.1,175.9,156.3,160.7,72.6
9279,25.1,138.2,265.1,175.9,156.3,160.7,72.6
9280,25.1,138.2,265.1,175.9,156.3,160.3,72.6
9281,25.1,138.2,265.1,175.9,156.3,160.5,72.4
9282,25.1,138.3,265.1,175.9,156.3,160.8,72.5
9283,25.1,138.3,265.1,175.9,156.3,160.8,72.6
9284,25.1,138.3,265.1,175.9,156.3,160.9,72.6
9285,25.1,138.2,265.1,175.9,156.3,160.8,72.7
9286,25.1,138.2,265.1,175.9,156.4,160.8,72.7
9287,25.1,138.2,265.1,175.9,156.3,160.9,72.7
9288,25.1,138.2,265.1,175.8,156.4,160.8,72.6
9289,25.1,138.2,265.2,175.8,156.4,160.9,72.7
9290,25.1,138.2,265.1,175.9,156.4,160.5,72.7
9291,25.1,138.2,265.2,175.9,156.4,160.5,72.7
9292,25.1,138.2,265.1,175.9,156.4,160.9,72.6
9293,25.1,138.2,265.1,176,156.4,160.8,72.7
9294,25.1,138.2,265.2,176,156.4,160.6,72.7
9295,25.1,138.2,265.1,176,156.4,160.7,72.7
9296,25.1,138.3,265.1,175.9,156.4,160.5,72.7
9297,25.1,138.2,265.1,176,156.4,160.4,72.7
9298,25.1,138.2,265.2,176,156.4,160.5,72.7
9299,25.1,138.3,265.2,176,156.4,160.6,72.7
9300,25.1,138.2,265.2,176,156.4,160.7,72.7
9301,25.1,138.2,265.2,176,156.4,160.5,72.7
9302,25.1,138.2,265.2,176,156.4,160.4,72.6
9303,25.1,138.2,265.2,176,156.4,160.6,72.7
9304,25.1,138.2,265.2,176,156.4,160.5,72.7
9305,25.1,138.2,265.2,176,156.4,160.6,72.7
9306,25.1,138.2,265.2,176,156.4,160.7,72.6
9307,25.1,138.2,265.2,176,156.4,160.5,72.6
9308,25.1,138.2,265.2,176,156.4,160.5,72.7
9309,25.1,138.2,265.2,176,156.4,160.5,72.9
9310,25.1,138.2,265.2,176,156.4,160.7,72.8
9311,25.1,138.2,265.2,176,156.4,160.7,72.9
9312,25.1,138.2,265.2,176,156.4,160.5,72.9
9313,25.1,138.2,265.2,176,156.4,160.6,72.9
9314,25.1,138.2,265.2,176,156.4,160.7,72.9
9315,25.1,138.2,265.2,176,156.4,160.6,72.9
9316,25.1,138.2,265.1,176,156.4,160.5,72.9
9317,25.1,138.2,265.2,176,156.3,160.5,73
9318,25.1,138.2,265.1,176,156.4,160.5,73
9319,25.1,138.2,265.1,176,156.3,160.7,72.9
9320,25.1,138.2,265.2,176,156.3,160.5,73
9321,25.1,138.2,265.2,176,156.3,160.5,72.9
9322,25.1,138.2,265.1,176,156.4,160.4,72.9
9323,25.1,138.2,265.1,176,156.4,160.4,72.9
9324,25.1,138.2,265.1,176,156.3,160.5,72.9
9325,25.1,138.2,265.2,176,156.4,160.5,72.9
9326,25.1,138.2,265.2,176,156.4,160.7,72.9
9327,25.1,138.2,265.1,176,156.3,160.5,72.9
9328,25.1,138.2,265.1,176,156.3,160.5,72.9
9329,25.2,138.2,265.1,176.1,156.4,160.5,72.9
9330,25.1,138.2,265.1,176.1,156.4,160.5,72.9
9331,25.2,138.3,265.1,176.1,156.4,160.8,72.8
9332,25.2,138.3,265.2,176,156.4,160.8,72.9
9333,25.1,138.3,265.2,176.1,156.4,160.9,72.7
9334,25.2,138.2,265.1,176,156.4,160.6,72.8
9335,25.1,138.2,265.2,176,156.4,160.7,72.8
9336,25.1,138.3,265.2,176,156.4,160.7,72.8
9337,25.1,138.2,265.1,176,156.4,160.5,72.7
9338,25.1,138.2,265.2,176,156.4,160.6,72.7
9339,25.1,138.3,265.2,176,156.4,160.8,72.7
9340,25.1,138.2,265.1,176,156.3,160.7,72.7
9341,25.1,138.2,265.1,176,156.3,160.7,72.6
9342,25.1,138.2,265.1,176,156.3,160.7,72.6
9343,25.1,138.2,265.1,176,156.3,160.8,72.7
9344,25.1,138.2,265.1,176,156.4,160.7,72.7
9345,25.1,138.2,265.1,176,156.4,160.7,72.7
9346,25.1,138.2,265.1,176,156.4,160.7,72.7
9347,25.1,138.2,265,176,156.4,160.5,72.7
9348,25.1,138.2,265.1,176,156.4,160.5,72.7
9349,25.1,138.2,265.1,176,156.4,160.5,72.7
9350,25.1,138.2,265.1,176,156.4,160.6,72.7
9351,25.1,138.2,265.1,176,156.4,160.6,72.7
9352,25.1,138.2,265.1,176,156.4,160.7,72.7
9353,25.1,138.2,265.2,176,156.4,160.5,72.6
9354,25.1,138.2,265.1,176,156.4,160.7,72.7
9355,25.1,138.2,265.1,176,156.4,160.7,72.7
9356,25.1,138.2,265.1,176,156.4,160.7,72.7
9357,25.1,138.2,265.1,176,156.4,160.8,72.7
9358,25.1,138.2,265.1,176,156.4,160.7,72.8
9359,25.1,138.2,265.2,176,156.4,160.8,72.7
9360,25.1,138.2,265.2,176,156.4,160.9,72.7
9361,25.1,138.2,265.1,176,156.4,160.7,72.7
9362,25.1,138.2,265.1,176,156.4,160.7,72.7
9363,25.1,138.2,265.1,176,156.4,160.8,72.7
9364,25.1,138.2,265.1,176,156.4,160.8,72.7
9365,25.1,138.2,265.1,176,156.4,160.8,72.7
9366,25.1,138.2,265.2,176,156.4,160.7,72.7
9367,25.1,138.2,265.1,176,156.4,160.7,72.7
9368,25.1,138.2,265.2,176,156.4,160.7,72.7
9369,25.1,138.2,265.1,175.9,156.4,160.5,72.7
9370,25.1,138.2,265.2,175.9,156.3,160.6,72.7
9371,25.1,138.2,265.1,175.9,156.3,160.5,72.7
9372,25.1,138.2,265.1,175.9,156.3,160.4,72.6
9373,25.1,138.2,265.2,176,156.3,160.5,72.7
9374,25.1,138.2,265.2,176,156.3,160.5,72.6
9375,25.1,138.2,265.1,176,156.3,160.5,72.7
9376,25.1,138.2,265.1,176,156.3,160.6,72.7
9377,25.1,138.2,265.2,176,156.3,160.9,72.8
9378,25.1,138.2,265.2,176,156.3,160.8,72.9
9379,25.1,138.2,265,175.9,156.3,160.7,72.8
9380,25.2,138.3,265.1,175.9,156.3,160.5,72.7
9381,25.2,138.2,265.1,175.9,156.3,160.5,72.7
9382,25.1,138.2,265.2,175.9,156.3,160.5,72.7
9383,25.1,138.2,265.1,175.9,156.3,160.6,72.7
9384,25.1,138.2,265.1,175.9,156.3,160.7,72.7
9385,25.2,138.2,265.2,176,156.3,160.8,72.7
9386,25.2,138.3,265.1,175.9,156.3,160.8,72.7
9387,25.1,138.2,265.1,176,156.3,160.5,72.6
9388,25.1,138.2,265.1,175.9,156.3,160.6,72.6
9389,25.1,138.2,265.2,175.9,156.3,160.5,72.6
9390,25.1,138.2,265.1,175.9,156.3,160.7,72.6
9391,25.1,138.2,265.1,175.9,156.3,160.7,72.7
9392,25.1,138.2,265.2,175.8,156.3,160.5,72.6
9393,25.1,138.2,265.2,175.9,156.3,160.6,72.7
9394,25.1,138.2,265.1,175.8,156.3,160.8,72.6
9395,25.1,138.2,265.2,175.8,156.3,160.5,72.6
9396,25.1,138.2,265.1,175.9,156.2,160.5,72.6
9397,25.1,138.2,265.1,175.8,156.2,160.7,72.6
9398,25.1,138.2,265.1,175.9,156.2,160.4,72.5
9399,25.1,138.2,265.2,175.9,156.2,160.5,72.4
9400,25.1,138.2,265.2,175.8,156.2,160.6,72.4
9401,25.1,138.2,265.2,175.9,156.3,160.7,72.4
9402,25.1,138.2,265.2,175.9,156.3,160.4,72.4
9403,25.1,138.2,265.2,175.9,156.3,160.4,72.4
9404,25.1,138.2,265.2,175.9,156.3,160.4,72.4
9405,25.1,138.2,265.2,175.9,156.3,160.6,72.5
9406,25.1,138.2,265.2,175.8,156.3,160.8,72.4
9407,25.1,138.2,265.2,175.8,156.3,160.5,72.4
9408,25.1,138.2,265.2,175.9,156.3,160.6,72.4
9409,25.1,138.2,265.2,175.9,156.2,160.3,72.4
9410,25.1,138.2,265.2,175.9,156.1,160.4,72.5
9411,25.1,138.2,265.2,175.9,156.1,160.5,72.6
9412,25.1,138.2,265.2,175.9,156.1,160.4,72.5
9413,25.1,138.2,265.2,175.9,156.2,160.6,72.4
9414,25.1,138.2,265.2,175.9,156.2,160.6,72.4
9415,25.1,138.2,265.2,175.9,156.2,160.7,72.4
9416,25.1,138.2,265.2,175.9,156.2,160.9,72.4
9417,25.1,138.2,265.2,175.9,156.2,160.7,72.6
9418,25.1,138.2,265.2,175.9,156.2,160.5,72.6
9419,25.1,138.2,265.2,175.8,156.3,160.6,72.5
9420,25.1,138.2,265.2,175.8,156.2,160.5,72.4
9421,25.1,138.2,265.2,175.9,156.1,160.6,72.4
9422,25.1,138.2,265.2,175.9,156.2,160.5,72.5
9423,25.1,138.2,265.2,175.9,156.2,160.6,72.4
9424,25.1,138.2,265.2,175.9,156.2,160.8,72.5
9425,25.1,138.2,265.2,175.9,156.2,160.5,72.5
9426,25.1,138.2,265.2,175.9,156.3,160.5,72.4
9427,25.1,138.2,265.2,175.8,156.2,160.5,72.4
9428,25.1,138.2,265.2,175.8,156.2,160.5,72.4
9429,25.1,138.2,265.2,175.8,156.3,160.5,72.4
9430,25.1,138.2,265.2,175.9,156.2,160.5,72.4
9431,25.1,138.2,265.2,175.9,156.3,160.7,72.4
9432,25.1,138.2,265.2,175.8,156.3,160.5,72.4
9433,25.1,138.2,265.2,175.9,156.2,160.5,72.4
9434,25.1,138.2,265.2,175.9,156.2,160.5,72.5
9435,25.1,138.2,265.2,175.8,156.2,160.6,72.6
9436,25.1,138.2,265.2,175.8,156.3,160.6,72.6
9437,25.1,138.2,265.2,175.9,156.2,160.5,72.6
9438,25.1,138.2,265.2,175.8,156.2,160.5,72.6
9439,25.1,138.2,265.2,175.8,156.3,160.5,72.5
9440,25.1,138.2,265.2,175.8,156.3,160.6,72.6
9441,25.1,138.2,265.2,175.8,156.3,160.5,72.7
9442,25.1,138.2,265.2,175.8,156.3,160.5,72.6
9443,25.1,138.2,265.2,175.8,156.3,160.6,72.6
9444,25.1,138.2,265.2,175.8,156.3,160.4,72.5
9445,25.1,138.2,265.2,175.8,156.2,160.4,72.4
9446,25.1,138.2,265.2,175.9,156.1,160.5,72.4
9447,25.1,138.2,265.1,175.8,156.1,160.4,72.4
9448,25.1,138.2,265.2,175.8,156.1,160.4,72.5
9449,25.1,138.2,265.1,175.8,156.1,160.5,72.6
9450,25.2,138.2,265.2,175.9,156.1,160.6,72.5
9451,25.2,138.2,265.2,175.9,156.2,160.7,72.6
9452,25.2,138.2,265.2,175.9,156.2,160.6,72.6
9453,25.2,138.2,265.2,175.9,156.2,160.6,72.5
9454,25.2,138.2,265.2,175.8,156.2,160.8,72.6
9455,25.2,138.2,265.2,175.9,156.1,160.8,72.6
9456,25.2,138.2,265.2,175.9,156.1,160.7,72.5
9457,25.2,138.2,265.2,175.9,156.1,160.6,72.5
9458,25.2,138.2,265.2,175.9,156.2,160.5,72.5
9459,25.2,138.2,265.2,175.8,156.2,160.4,72.5
9460,25.2,138.2,265.2,175.8,156.2,160.5,72.5
9461,25.1,138.2,265.2,175.8,156.1,160.5,72.4
9462,25.1,138.2,265.1,175.8,156.1,160.5,72.5
9463,25.1,138.2,265.2,175.8,156.1,160.5,72.4
9464,25.1,138.2,265.2,175.8,156.1,160.5,72.4
9465,25.1,138.2,265.2,175.8,156.1,160.7,72.4
9466,25.1,138.2,265.1,175.8,156.1,160.6,72.4
9467,25.1,138.2,265.1,175.8,156.1,160.7,72.4
9468,25.1,138.2,265.1,175.8,156.1,160.9,72.4
9469,25.1,138.2,265.2,175.8,156.1,160.7,72.3
9470,25.1,138.2,265.2,175.8,156.1,160.7,72.2
9471,25.1,138.2,265.2,175.8,156.1,160.7,72.2
9472,25.1,138.2,265.2,175.8,156,160.6,72.2
9473,25.1,138.2,265.1,175.8,156.1,160.7,72.2
9474,25.1,138.2,265,175.8,156.1,160.6,72.2
9475,25.2,138.2,265.2,175.8,156.1,160.5,72.1
9476,25.1,138.2,265.2,175.7,156.1,160.5,72.1
9477,25.1,138.2,265.1,175.7,156.1,160.5,72.1
9478,25.1,138.2,265.1,175.7,156,160.5,72.2
9479,25.2,138.2,265.1,175.7,156.1,160.6,72.4
9480,25.2,138.2,265.1,175.7,156.1,160.7,72.4
9481,25.2,138.2,265.1,175.7,156,160.8,72.3
9482,25.2,138.2,265.1,175.7,156,160.8,72.4
9483,25.1,138.2,265,175.7,156,160.7,72.3
9484,25.2,138.2,265.2,175.7,156.1,160.5,72.3
9485,25.1,138.2,265.2,175.7,156.1,160.7,72.2
9486,25.1,138.2,265.1,175.7,156,160.6,72.3
9487,25.2,138.2,265,175.7,156,160.6,72.3
9488,25.2,138.2,265.1,175.7,156,160.5,72.3
9489,25.2,138.2,265.1,175.7,156.1,160.5,72.3
9490,25.2,138.2,265.1,175.7,156.1,160.4,72.3
9491,25.2,138.2,265.1,175.7,156.1,160.5,72.4
9492,25.1,138.1,265.2,175.7,156.1,160.5,72.4
9493,25.1,138.2,265.2,175.7,155.9,160.5,72.4
9494,25.1,138.2,265.1,175.7,156,160.7,72.3
9495,25.1,138.1,265.2,175.7,156,160.7,72.3
9496,25.1,138.2,265.1,175.7,156,160.5,72.3
9497,25.1,138.2,265,175.7,156,160.6,72.2
9498,25.1,138.2,265,175.7,155.9,160.5,72.1
9499,25.1,138.2,265.1,175.7,155.9,160.6,72.1
9500,25.1,138.2,265.1,175.7,155.9,160.6,72.2
9501,25.1,138.2,265.1,175.7,155.9,160.7,72.4
9502,25.1,138.2,265.1,175.7,155.9,160.7,72.4
9503,25.1,138.2,265.1,175.7,155.9,160.9,72.4
9504,25.1,138.1,265.1,175.7,155.9,160.9,72.4
9505,25.1,138.1,265.1,175.7,155.9,161,72.4
9506,25.1,138.2,265.1,175.7,156,160.6,72.3
9507,25.1,138.1,265.1,175.7,156,160.7,72.3
9508,25.1,138.1,265.2,175.7,156,160.5,72.4
9509,25.1,138.1,265.1,175.7,156,160.5,72.4
9510,25.1,138.1,265.2,175.7,156.1,160.6,72.4
9511,25.2,138.1,265.2,175.7,156,160.5,72.4
9512,25.2,138.1,265.2,175.7,156.1,160.7,72.3
9513,25.1,138.1,265.1,175.7,156,160.5,72.3
9514,25.1,138.1,265.1,175.7,156,160.7,72.4
9515,25.1,138.2,265.1,175.7,156,160.5,72.4
9516,25.1,138.1,265.1,175.7,156,160.5,72.4
9517,25.1,138.1,265.1,175.7,156,160.7,72.4
9518,25.1,138.1,265,175.7,156,160.6,72.4
9519,25.1,138.1,265.1,175.7,156,160.5,72.4
9520,25.1,138.1,265.2,175.7,156,160.6,72.4
9521,25.1,138.1,265.2,175.7,156,160.5,72.5
9522,25.1,138.1,265.2,175.7,156,160.5,72.6
9523,25.1,138.1,265.2,175.7,156.1,160.6,72.6
9524,25.1,138,265.2,175.7,156,160.5,72.6
9525,25.1,138,265.2,175.7,156.1,160.5,72.6
9526,25.1,138,265.2,175.6,156.1,160.5,72.6
9527,25.1,138,265.2,175.6,156.1,160.7,72.6
9528,25.1,138,265.2,175.6,156.1,160.9,72.5
9529,25.1,138,265.2,175.7,156.1,160.5,72.5
9530,25.1,138,265.2,175.6,156.1,160.7,72.4
9531,25.1,138,265.2,175.6,156,160.7,72.5
9532,25.1,138,265.2,175.6,156.1,160.7,72.6
9533,25.1,138,265.2,175.6,156.1,160.5,72.5
9534,25.1,138.1,265.2,175.6,156.1,160.4,72.4
9535,25.1,138.1,265.2,175.6,156.1,160.5,72.4
9536,25.1,138,265.2,175.7,156,160.5,72.6
9537,25.1,138,265.2,175.6,156,160.7,72.5
9538,25.1,138,265.2,175.6,156,160.7,72.6
9539,25.1,138,265.2,175.7,156.1,160.7,72.6
9540,25.1,138,265.2,175.7,156,160.9,72.6
9541,25.1,138,265.1,175.7,156,160.8,72.7
9542,25.1,138,265.2,175.7,156,160.7,72.5
9543,25.1,138,265.2,175.6,156.1,160.7,72.4
9544,25.1,138,265.2,175.6,156.1,160.8,72.5
9545,25.1,138,265.2,175.6,156.1,160.9,72.4
9546,25.1,138,265.2,175.6,156.1,160.5,72.4
9547,25.1,138,265.2,175.6,156,160.7,72.5
9548,25.1,138,265.1,175.6,156,160.8,72.6
9549,25.1,138,265.1,175.6,156,160.7,72.6
9550,25.1,138.1,265.2,175.7,156,160.9,72.4
9551,25.1,138,265.2,175.6,155.9,160.7,72.4
9552,25.1,138,265.2,175.6,155.9,160.7,72.6
9553,25.1,138,265.2,175.6,156,160.8,72.6
9554,25.1,138,265.2,175.6,156,160.7,72.6
9555,25.1,138,265.2,175.6,156,160.7,72.6
9556,25.1,138,265.2,175.7,156,160.7,72.5
9557,25.1,138,265.1,175.7,155.9,160.6,72.4
9558,25.1,138,265.2,175.6,155.9,160.5,72.6
9559,25.1,138,265.2,175.7,155.9,160.6,72.7
9560,25.1,138,265.2,175.6,155.9,160.7,72.7
9561,25.1,138,265.1,175.6,156.1,160.6,72.7
9562,25.1,138,265.1,175.6,156.1,160.5,72.6
9563,25.1,138,265,175.6,156.1,160.5,72.7
9564,25.1,138,265.1,175.6,156,160.7,72.7
9565,25.1,138,265,175.6,156.1,160.6,72.7
9566,25.1,138,265.1,175.6,156.1,160.7,72.7
9567,25.1,138,265.2,175.6,156,160.7,72.7
9568,25.1,138,265,175.6,156.1,160.8,72.7
9569,25.1,138,265.1,175.6,156.1,160.8,72.7
9570,25.1,138,265,175.5,156.1,160.5,72.7
9571,25.2,138,265.1,175.7,156.1,160.6,72.9
9572,25.1,138,265,175.7,156.1,160.6,72.9
9573,25.2,138,264.9,175.7,156.1,160.6,73
9574,25.2,138,265.1,175.7,156.1,160.7,72.8
9575,25.2,138.1,265.1,175.7,156.1,160.7,72.8
9576,25.2,138,265.1,175.7,156.1,160.8,72.8
9577,25.2,138,265.1,175.7,156.1,160.5,72.8
9578,25.2,138,265,175.7,156.1,160.8,72.8
9579,25.2,138.1,265.1,175.7,156.1,160.8,72.8
9580,25.2,138,265.1,175.7,156.1,160.9,72.8
9581,25.2,138,265.1,175.6,156.1,160.9,72.9
9582,25.1,137.9,265,175.6,156.1,160.5,72.9
9583,25.1,138,265.1,175.5,156.1,160.6,72.8
9584,25.1,138,265,175.5,156.1,160.5,72.8
9585,25.1,138,265,175.6,156.1,160.5,72.7
9586,25.1,138,265,175.7,156.1,160.4,72.7
9587,25.1,138,265,175.5,156,160.5,72.7
9588,25.1,138,265,175.6,156,160.7,72.7
9589,25.1,138,265,175.6,156.1,160.5,72.6
9590,25.1,138,264.9,175.7,156.1,160.4,72.5
9591,25.2,138,265,175.5,156.1,160.4,72.5
9592,25.1,138,265,175.6,156.1,160.5,72.6
9593,25.2,138,265,175.5,156.1,160.5,72.6
9594,25.1,138,265,175.5,156.1,160.5,72.7
9595,25.1,138,265,175.5,156.1,160.5,72.7
9596,25.1,138,265.1,175.6,156.1,160.4,72.7
9597,25.2,138,265,175.5,156.1,160.5,72.6
9598,25.2,138,264.9,175.5,156.1,160.5,72.5
9599,25.1,138,264.9,175.5,156.1,160.5,72.4
9600,25.2,138,265,175.5,156.1,160.5,72.6
9601,25.1,138,265,175.5,156.1,160.6,72.5
9602,25.2,138,265,175.5,156.1,160.6,72.5
9603,25.1,137.9,264.9,175.5,156.1,160.5,72.4
9604,25.1,137.9,265,175.5,156.1,160.6,72.4
9605,25.2,137.9,264.9,175.5,156.1,160.8,72.5
9606,25.1,137.9,264.9,175.5,156.1,160.7,72.4
9607,25.1,138,264.9,175.5,156.1,160.4,72.4
9608,25.2,138,265,175.6,156.1,160.5,72.5
9609,25.1,137.9,264.8,175.5,156.1,160.5,72.6
9610,25.2,137.9,264.8,175.6,156.1,160.7,72.6
9611,25.2,138,264.9,175.5,156.1,160.5,72.6
9612,25.1,138,264.9,175.6,156.1,160.5,72.5
9613,25.1,138,264.9,175.6,156.1,160.5,72.5
9614,25.2,137.9,264.9,175.6,156.2,160.7,72.4
9615,25.2,137.9,264.9,175.6,156.2,160.5,72.4
9616,25.2,137.9,264.9,175.6,156.2,160.7,72.4
9617,25.1,137.9,264.9,175.6,156.2,160.8,72.3
9618,25.1,137.9,264.9,175.6,156.2,160.7,72.4
9619,25.1,137.9,264.9,175.5,156.2,160.5,72.4
9620,25.1,137.9,264.9,175.5,156.2,160.5,72.4
9621,25.2,137.9,264.9,175.6,156.2,160.4,72.4
9622,25.2,137.9,265,175.6,156.2,160.5,72.4
9623,25.1,137.9,264.9,175.6,156.2,160.3,72.4
9624,25.1,137.9,264.8,175.5,156.2,160.4,72.3
9625,25.2,137.9,264.9,175.6,156.1,160.4,72.2
9626,25.1,137.9,264.8,175.5,156.1,160.2,72.2
9627,25.1,137.9,264.9,175.6,156.1,160.5,72.1
9628,25.1,137.9,264.8,175.6,156.1,160.4,72.1
9629,25.1,137.9,264.7,175.6,156.1,160.4,72.1
9630,25.1,137.9,264.9,175.6,156,160.4,72.1
9631,25.1,137.9,264.8,175.6,156,160.4,72.1
9632,25.1,137.9,264.8,175.6,156,160.4,72.1
9633,25.1,137.9,264.8,175.6,156,160.2,72.1
9634,25.1,137.9,264.7,175.6,156,160.2,72.1
9635,25.1,137.9,264.8,175.5,156,160.2,72.1
9636,25.1,137.9,264.8,175.6,156,160.2,72
9637,25.2,137.9,264.9,175.6,156.1,160.2,72
9638,25.1,137.9,264.9,175.6,156,160.4,72.2
9639,25.2,137.9,264.9,175.6,156.1,160.6,72.4
9640,25.2,137.9,264.9,175.6,156,160.2,72.4
9641,25.2,137.9,264.9,175.6,156,160.4,72.3
9642,25.1,137.9,264.9,175.6,156,160.6,72.3
9643,25.2,137.9,264.9,175.6,156,160.7,72.3
9644,25.2,137.9,264.9,175.6,156.1,160.5,72.4
9645,25.1,137.9,264.9,175.6,156.1,160.5,72.2
9646,25.1,137.9,264.9,175.6,156.1,160.4,72.1
9647,25.2,137.9,264.9,175.6,156.1,160.5,72.1
9648,25.1,137.9,264.9,175.6,156.1,160.4,72.1
9649,25.1,137.9,264.9,175.6,156.1,160.4,72.1
9650,25.1,137.9,264.9,175.6,156.1,160.4,72.1
9651,25.1,137.9,264.9,175.6,156.1,160.4,72.2
9652,25.1,137.9,264.9,175.6,156.1,160.2,72.1
9653,25.1,137.9,264.9,175.6,156.1,160.2,72.1
9654,25.1,137.9,264.9,175.6,156,160.2,72.1
9655,25.1,137.9,264.9,175.6,156,160.2,72.1
9656,25.1,137.9,264.9,175.6,156,160.2,72.1
9657,25.1,137.9,264.9,175.6,156,160.4,72.1
9658,25.1,137.9,264.7,175.6,156.1,160.3,72
9659,25.1,137.9,264.7,175.5,156,160.2,72
9660,25.1,137.9,264.9,175.5,156,160.2,72
9661,25.1,137.9,264.8,175.6,156,160.3,72
9662,25.1,137.9,264.9,175.5,156,160.2,72
9663,25.1,137.9,264.7,175.5,155.9,160.3,71.9
9664,25.1,137.9,264.8,175.5,155.9,160.2,71.8
9665,25.1,137.9,264.9,175.6,155.9,160.2,71.8
9666,25.1,137.9,264.7,175.6,155.9,160.2,71.9
9667,25.1,137.9,264.8,175.5,155.9,160.2,71.9
9668,25.1,137.9,264.8,175.5,155.9,160.2,72
9669,25.1,137.9,264.7,175.5,155.9,160.2,72.1
9670,25.1,137.9,264.9,175.6,155.9,160.3,72.1
9671,25.1,137.9,264.9,175.6,155.9,160.3,72.1
9672,25.1,137.9,264.8,175.6,156,160.4,72.1
9673,25.1,137.9,264.9,175.6,155.9,160.5,72.1
9674,25.1,137.9,264.9,175.6,156,160.3,72
9675,25.1,137.9,264.8,175.6,155.9,160.4,72
9676,25.1,137.9,264.8,175.6,156,160.2,72.1
9677,25.1,137.9,264.8,175.6,155.9,160.1,72
9678,25.1,137.9,264.8,175.6,156,160.4,72
9679,25.1,137.9,264.8,175.6,156,160.2,72
9680,25.1,137.9,264.7,175.6,156,160.2,72
9681,25.1,137.9,264.8,175.6,156,160.2,72
9682,25.1,138,264.8,175.6,156,160.1,72
9683,25.1,137.9,264.8,175.6,156,160.2,72
9684,25.1,137.9,264.7,175.6,156.1,160.2,72
9685,25.1,137.9,264.7,175.6,156.1,160.4,71.9
9686,25.1,138,264.8,175.6,156.1,160.2,71.9
9687,25.1,137.9,264.7,175.6,156.1,160.2,72
9688,25.1,137.9,264.7,175.7,156,160.2,71.9
9689,25.1,137.9,264.7,175.6,156,160.5,71.9
9690,25.1,137.9,264.7,175.6,155.9,160.3,71.9
9691,25.1,137.9,264.7,175.6,156,160.2,72
9692,25.1,137.9,264.7,175.6,156,160.2,72
9693,25.2,137.9,264.7,175.6,156,160.2,72
9694,25.1,137.9,264.7,175.6,156,160.2,72
9695,25.1,138,264.7,175.6,155.9,160.3,72
9696,25.1,137.9,264.7,175.6,156,160.3,72
9697,25.2,137.9,264.7,175.6,156,160.4,72
9698,25.1,137.9,264.7,175.6,156,160.2,72
9699,25.1,137.9,264.7,175.6,156,160.2,72.1
9700,25.1,137.9,264.7,175.6,155.9,160,72
9701,25.1,137.9,264.7,175.6,155.9,160.2,72.1
9702,25.2,137.9,264.7,175.6,156,160.3,72.1
9703,25.1,137.9,264.7,175.6,156,160.4,72.1
9704,25.1,137.9,264.6,175.6,155.9,160.4,72.1
9705,25.1,137.9,264.7,175.6,155.9,160.3,72.1
9706,25.1,137.9,264.6,175.6,155.9,160.4,72.1
9707,25.2,137.9,264.7,175.6,155.9,160.2,72
9708,25.1,137.9,264.6,175.6,155.9,160.1,72.1
